length,index,label,estimator,prefix_mode,L0,Lnm,Lm,score
32,2,0,exact_match,no_prefix,-126.81431345868668,-123.13813233078625,-135.98409279703694,-126.81431345868668
32,2,0,exact_match,nonmember_prefix,-126.81431345868668,-123.13813233078625,-135.98409279703694,0.97101130757532306
32,2,0,exact_match,member_nonmember_contrast,-126.81431345868668,-123.13813233078625,-135.98409279703694,-0.10129740181446963
32,2,0,cosine_similarity,no_prefix,-5.7768091043828225,-5.3960021612561979,-5.5423151564108704,-5.7768091043828225
32,2,0,cosine_similarity,nonmember_prefix,-5.7768091043828225,-5.3960021612561979,-5.5423151564108704,0.93408005418809681
32,2,0,cosine_similarity,member_nonmember_contrast,-5.7768091043828225,-5.3960021612561979,-5.5423151564108704,-0.025327649314855472
32,2,0,semantic_kernel,no_prefix,-36.20032154248279,-32.866096401496627,-33.769902077658465,-36.20032154248279
32,2,0,semantic_kernel,nonmember_prefix,-36.20032154248279,-32.866096401496627,-33.769902077658465,0.90789515123302722
32,2,0,semantic_kernel,member_nonmember_contrast,-36.20032154248279,-32.866096401496627,-33.769902077658465,-0.024966785864075244
32,3,1,exact_match,no_prefix,-157.59803016200954,-140.9637227471907,-121.04166604938759,-157.59803016200954
32,3,1,exact_match,nonmember_prefix,-157.59803016200954,-140.9637227471907,-121.04166604938759,0.89445104486573279
32,3,1,exact_match,member_nonmember_contrast,-157.59803016200954,-140.9637227471907,-121.04166604938759,0.1264105692014259
32,3,1,cosine_similarity,no_prefix,-6.3926485614818125,-6.3856903430056935,-5.7628873347594372,-6.3926485614818125
32,3,1,cosine_similarity,nonmember_prefix,-6.3926485614818125,-6.3856903430056935,-5.7628873347594372,0.99891152807647754
32,3,1,cosine_similarity,member_nonmember_contrast,-6.3926485614818125,-6.3856903430056935,-5.7628873347594372,0.097424878320213945
32,3,1,semantic_kernel,no_prefix,-42.478295648774782,-39.58614937939867,-35.756672552818181,-42.478295648774782
32,3,1,semantic_kernel,nonmember_prefix,-42.478295648774782,-39.58614937939867,-35.756672552818181,0.93191472903504946
32,3,1,semantic_kernel,member_nonmember_contrast,-42.478295648774782,-39.58614937939867,-35.756672552818181,0.090151376558135141
32,4,0,exact_match,no_prefix,-244.16303362299675,-281.59325929159684,-230.06940937494318,-244.16303362299675
32,4,0,exact_match,nonmember_prefix,-244.16303362299675,-281.59325929159684,-230.06940937494318,1.1533001335754811
32,4,0,exact_match,member_nonmember_contrast,-244.16303362299675,-281.59325929159684,-230.06940937494318,0.21102232042304062
32,4,0,cosine_similarity,no_prefix,-9.4942754660045541,-10.356158893679423,-9.3832019449937007,-9.4942754660045541
32,4,0,cosine_similarity,nonmember_prefix,-9.4942754660045541,-10.356158893679423,-9.3832019449937007,1.0907792733380184
32,4,0,cosine_similarity,member_nonmember_contrast,-9.4942754660045541,-10.356158893679423,-9.3832019449937007,0.10247827253059136
32,4,0,semantic_kernel,no_prefix,-63.45563459510803,-71.91417700260601,-63.95236361876384,-63.45563459510803
32,4,0,semantic_kernel,nonmember_prefix,-63.45563459510803,-71.91417700260601,-63.95236361876384,1.1332985236294535
32,4,0,semantic_kernel,member_nonmember_contrast,-63.45563459510803,-71.91417700260601,-63.95236361876384,0.12547055016696607
32,5,1,exact_match,no_prefix,-118.29546999204396,-160.13982003441046,-113.77778800278458,-118.29546999204396
32,5,1,exact_match,nonmember_prefix,-118.29546999204396,-160.13982003441046,-113.77778800278458,1.3537274085405027
32,5,1,exact_match,member_nonmember_contrast,-118.29546999204396,-160.13982003441046,-113.77778800278458,0.39191722248319394
32,5,1,cosine_similarity,no_prefix,-7.1149685967102894,-6.7203382273480941,-6.4954724762541645,-7.1149685967102894
32,5,1,cosine_similarity,nonmember_prefix,-7.1149685967102894,-6.7203382273480941,-6.4954724762541645,0.94453519168803379
32,5,1,cosine_similarity,member_nonmember_contrast,-7.1149685967102894,-6.7203382273480941,-6.4954724762541645,0.031604602049529716
32,5,1,semantic_kernel,no_prefix,-44.542209982762117,-43.234852764824794,-40.669895515355179,-44.542209982762117
32,5,1,semantic_kernel,nonmember_prefix,-44.542209982762117,-43.234852764824794,-40.669895515355179,0.97064902665486796
32,5,1,semantic_kernel,member_nonmember_contrast,-44.542209982762117,-43.234852764824794,-40.669895515355179,0.057584867263260078
32,6,0,exact_match,no_prefix,-102.30923729371902,-140.13057240841994,-110.85769532734776,-102.30923729371902
32,6,0,exact_match,nonmember_prefix,-102.30923729371902,-140.13057240841994,-110.85769532734776,1.3696766403029657
32,6,0,exact_match,member_nonmember_contrast,-102.30923729371902,-140.13057240841994,-110.85769532734776,0.28612154537945428
32,6,0,cosine_similarity,no_prefix,-5.4184576708585714,-6.0461769787335982,-5.4584423632909136,-5.4184576708585714
32,6,0,cosine_similarity,nonmember_prefix,-5.4184576708585714,-6.0461769787335982,-5.4584423632909136,1.1158483365572851
32,6,0,cosine_similarity,member_nonmember_contrast,-5.4184576708585714,-6.0461769787335982,-5.4584423632909136,0.10846898714437243
32,6,0,semantic_kernel,no_prefix,-31.85420392492998,-38.458608615215404,-35.466997432668528,-31.85420392492998
32,6,0,semantic_kernel,nonmember_prefix,-31.85420392492998,-38.458608615215404,-35.466997432668528,1.2073322788367231
32,6,0,semantic_kernel,member_nonmember_contrast,-31.85420392492998,-38.458608615215404,-35.466997432668528,0.093915741532801536
32,7,1,exact_match,no_prefix,-160.49932060766346,-157.88779571917678,-139.5578692326516,-160.49932060766346
32,7,1,exact_match,nonmember_prefix,-160.49932060766346,-157.88779571917678,-139.5578692326516,0.9837287480183764
32,7,1,exact_match,member_nonmember_contrast,-160.49932060766346,-157.88779571917678,-139.5578692326516,0.11420563287823644
32,7,1,cosine_similarity,no_prefix,-7.1684481115127054,-6.4478561045977276,-6.2999168972738699,-7.1684481115127054
32,7,1,cosine_similarity,nonmember_prefix,-7.1684481115127054,-6.4478561045977276,-6.2999168972738699,0.89947726541290174
32,7,1,cosine_similarity,member_nonmember_contrast,-7.1684481115127054,-6.4478561045977276,-6.2999168972738699,0.020637550139515362
32,7,1,semantic_kernel,no_prefix,-46.050496178754422,-42.16509994739237,-40.770152952184411,-46.050496178754422
32,7,1,semantic_kernel,nonmember_prefix,-46.050496178754422,-42.16509994739237,-40.770152952184411,0.91562748387595894
32,7,1,semantic_kernel,member_nonmember_contrast,-46.050496178754422,-42.16509994739237,-40.770152952184411,0.03029168219584839
32,8,0,exact_match,no_prefix,-231.21970118915999,-232.31104339637514,-217.63425175919707,-231.21970118915999
32,8,0,exact_match,nonmember_prefix,-231.21970118915999,-232.31104339637514,-217.63425175919707,1.0047199360677417
32,8,0,exact_match,member_nonmember_contrast,-231.21970118915999,-232.31104339637514,-217.63425175919707,0.063475523762445488
32,8,0,cosine_similarity,no_prefix,-8.9611188847045042,-8.9655160812400396,-8.6499827114043999,-8.9611188847045042
32,8,0,cosine_similarity,nonmember_prefix,-8.9611188847045042,-8.9655160812400396,-8.6499827114043999,1.0004906972658336
32,8,0,cosine_similarity,member_nonmember_contrast,-8.9611188847045042,-8.9655160812400396,-8.6499827114043999,0.035211380843771109
32,8,0,semantic_kernel,no_prefix,-60.955454709704213,-61.750167030414424,-60.08212523330009,-60.955454709704213
32,8,0,semantic_kernel,nonmember_prefix,-60.955454709704213,-61.750167030414424,-60.08212523330009,1.0130375915411503
32,8,0,semantic_kernel,member_nonmember_contrast,-60.955454709704213,-61.750167030414424,-60.08212523330009,0.027364930752436484
32,9,1,exact_match,no_prefix,-157.43159727962976,-175.01794873311607,-155.70785828674545,-157.43159727962976
32,9,1,exact_match,nonmember_prefix,-157.43159727962976,-175.01794873311607,-155.70785828674545,1.1117078893778196
32,9,1,exact_match,member_nonmember_contrast,-157.43159727962976,-175.01794873311607,-155.70785828674545,0.12265701917558564
32,9,1,cosine_similarity,no_prefix,-7.7311989530758627,-7.905615705218521,-7.4757232320326414,-7.7311989530758627
32,9,1,cosine_similarity,nonmember_prefix,-7.7311989530758627,-7.905615705218521,-7.4757232320326414,1.0225601168979446
32,9,1,cosine_similarity,member_nonmember_contrast,-7.7311989530758627,-7.905615705218521,-7.4757232320326414,0.055604890754343675
32,9,1,semantic_kernel,no_prefix,-47.549214027615484,-49.953135065733832,-46.318450614932949,-47.549214027615484
32,9,1,semantic_kernel,nonmember_prefix,-47.549214027615484,-49.953135065733832,-46.318450614932949,1.0505564831570551
32,9,1,semantic_kernel,member_nonmember_contrast,-47.549214027615484,-49.953135065733832,-46.318450614932949,0.076440473836012143
32,10,0,exact_match,no_prefix,-175.51929606320076,-170.74410168439323,-214.14280073941754,-175.51929606320076
32,10,0,exact_match,nonmember_prefix,-175.51929606320076,-170.74410168439323,-214.14280073941754,0.97279390650536746
32,10,0,exact_match,member_nonmember_contrast,-175.51929606320076,-170.74410168439323,-214.14280073941754,-0.24725884861911343
32,10,0,cosine_similarity,no_prefix,-9.3038420594298721,-9.0068230174408477,-9.0244502567592431,-9.3038420594298721
32,10,0,cosine_similarity,nonmember_prefix,-9.3038420594298721,-9.0068230174408477,-9.0244502567592431,0.96807565733685452
32,10,0,cosine_similarity,member_nonmember_contrast,-9.3038420594298721,-9.0068230174408477,-9.0244502567592431,-0.0018946193632478278
32,10,0,semantic_kernel,no_prefix,-59.625783275999041,-56.618635751530668,-57.29482045765976,-59.625783275999041
32,10,0,semantic_kernel,nonmember_prefix,-59.625783275999041,-56.618635751530668,-57.29482045765976,0.94956632249929995
32,10,0,semantic_kernel,member_nonmember_contrast,-59.625783275999041,-56.618635751530668,-57.29482045765976,-0.011340475025697055
32,11,1,exact_match,no_prefix,-162.72668526624673,-195.40733925556523,-164.1374022051595,-162.72668526624673
32,11,1,exact_match,nonmember_prefix,-162.72668526624673,-195.40733925556523,-164.1374022051595,1.2008315595923789
32,11,1,exact_match,member_nonmember_contrast,-162.72668526624673,-195.40733925556523,-164.1374022051595,0.19216231805645853
32,11,1,cosine_similarity,no_prefix,-10.066578749322696,-10.152586655377229,-9.9620807261465156,-10.066578749322696
32,11,1,cosine_similarity,nonmember_prefix,-10.066578749322696,-10.152586655377229,-9.9620807261465156,1.0085439063455715
32,11,1,cosine_similarity,member_nonmember_contrast,-10.066578749322696,-10.152586655377229,-9.9620807261465156,0.018924595334192496
32,11,1,semantic_kernel,no_prefix,-61.66679813014926,-64.310506853798685,-62.192243802386656,-61.66679813014926
32,11,1,semantic_kernel,nonmember_prefix,-61.66679813014926,-64.310506853798685,-62.192243802386656,1.0428708608815689
32,11,1,semantic_kernel,member_nonmember_contrast,-61.66679813014926,-64.310506853798685,-62.192243802386656,0.03435013841551144
32,12,0,exact_match,no_prefix,-111.96276168092697,-100.77494508665814,-88.888110296276849,-111.96276168092697
32,12,0,exact_match,nonmember_prefix,-111.96276168092697,-100.77494508665814,-88.888110296276849,0.90007555703072029
32,12,0,exact_match,member_nonmember_contrast,-111.96276168092697,-100.77494508665814,-88.888110296276849,0.10616775266991495
32,12,0,cosine_similarity,no_prefix,-6.2065750302249239,-4.8966471465367691,-5.1918534447163678,-6.2065750302249239
32,12,0,cosine_similarity,nonmember_prefix,-6.2065750302249239,-4.8966471465367691,-5.1918534447163678,0.78894513039654923
32,12,0,cosine_similarity,member_nonmember_contrast,-6.2065750302249239,-4.8966471465367691,-5.1918534447163678,-0.047563478527528652
32,12,0,semantic_kernel,no_prefix,-36.406558149467443,-28.630909381173606,-30.812061365077231,-36.406558149467443
32,12,0,semantic_kernel,nonmember_prefix,-36.406558149467443,-28.630909381173606,-30.812061365077231,0.78642175576249629
32,12,0,semantic_kernel,member_nonmember_contrast,-36.406558149467443,-28.630909381173606,-30.812061365077231,-0.059910963704640427
32,13,1,exact_match,no_prefix,-261.92785318143939,-240.91231150518516,-241.18849364168312,-261.92785318143939
32,13,1,exact_match,nonmember_prefix,-261.92785318143939,-240.91231150518516,-241.18849364168312,0.91976591484641912
32,13,1,exact_match,member_nonmember_contrast,-261.92785318143939,-240.91231150518516,-241.18849364168312,-0.0010544206473018806
32,13,1,cosine_similarity,no_prefix,-8.6531891230834379,-7.8734240789241543,-7.9063860958598866,-8.6531891230834379
32,13,1,cosine_similarity,nonmember_prefix,-8.6531891230834379,-7.8734240789241543,-7.9063860958598866,0.9098869754182114
32,13,1,cosine_similarity,member_nonmember_contrast,-8.6531891230834379,-7.8734240789241543,-7.9063860958598866,-0.0038092333897802033
32,13,1,semantic_kernel,no_prefix,-59.988462238443219,-55.366302074454097,-54.345461687964068,-59.988462238443219
32,13,1,semantic_kernel,nonmember_prefix,-59.988462238443219,-55.366302074454097,-54.345461687964068,0.9229491807005008
32,13,1,semantic_kernel,member_nonmember_contrast,-59.988462238443219,-55.366302074454097,-54.345461687964068,0.017017278796585489
32,14,0,exact_match,no_prefix,-91.73628678283589,-109.3429036786701,-123.17062831873783,-91.73628678283589
32,14,0,exact_match,nonmember_prefix,-91.73628678283589,-109.3429036786701,-123.17062831873783,1.1919264177055011
32,14,0,exact_match,member_nonmember_contrast,-91.73628678283589,-109.3429036786701,-123.17062831873783,-0.15073342430789266
32,14,0,cosine_similarity,no_prefix,-5.788432690950847,-5.775780444851538,-5.6523981656127873,-5.788432690950847
32,14,0,cosine_similarity,nonmember_prefix,-5.788432690950847,-5.775780444851538,-5.6523981656127873,0.99781421901664535
32,14,0,cosine_similarity,member_nonmember_contrast,-5.788432690950847,-5.775780444851538,-5.6523981656127873,0.021315317258786864
32,14,0,semantic_kernel,no_prefix,-37.372486317506549,-36.830225666862319,-38.291679624292264,-37.372486317506549
32,14,0,semantic_kernel,nonmember_prefix,-37.372486317506549,-36.830225666862319,-38.291679624292264,0.98549037797385675
32,14,0,semantic_kernel,member_nonmember_contrast,-37.372486317506549,-36.830225666862319,-38.291679624292264,-0.039105077061606972
32,15,1,exact_match,no_prefix,-147.47686740496658,-146.42301788336158,-116.53145913664494,-147.47686740496658
32,15,1,exact_match,nonmember_prefix,-147.47686740496658,-146.42301788336158,-116.53145913664494,0.99285413678667878
32,15,1,exact_match,member_nonmember_contrast,-147.47686740496658,-146.42301788336158,-116.53145913664494,0.20268642311634821
32,15,1,cosine_similarity,no_prefix,-5.8827648712561631,-5.6839375408302049,-5.4200988385615112,-5.8827648712561631
32,15,1,cosine_similarity,nonmember_prefix,-5.8827648712561631,-5.6839375408302049,-5.4200988385615112,0.96620172065733068
32,15,1,cosine_similarity,member_nonmember_contrast,-5.8827648712561631,-5.6839375408302049,-5.4200988385615112,0.044849438664094604
32,15,1,semantic_kernel,no_prefix,-37.980487753936899,-36.412366361332765,-34.551797828109777,-37.980487753936899
32,15,1,semantic_kernel,nonmember_prefix,-37.980487753936899,-36.412366361332765,-34.551797828109777,0.95871244722386195
32,15,1,semantic_kernel,member_nonmember_contrast,-37.980487753936899,-36.412366361332765,-34.551797828109777,0.048987483922718435
32,16,0,exact_match,no_prefix,-189.11980631981845,-182.07763257939607,-173.66704103865379,-189.11980631981845
32,16,0,exact_match,nonmember_prefix,-189.11980631981845,-182.07763257939607,-173.66704103865379,0.96276342559005457
32,16,0,exact_match,member_nonmember_contrast,-189.11980631981845,-182.07763257939607,-173.66704103865379,0.044472293539256351
32,16,0,cosine_similarity,no_prefix,-7.8667491908785063,-7.595023827909027,-7.4502723402196107,-7.8667491908785063
32,16,0,cosine_similarity,nonmember_prefix,-7.8667491908785063,-7.595023827909027,-7.4502723402196107,0.96545900264819107
32,16,0,cosine_similarity,member_nonmember_contrast,-7.8667491908785063,-7.595023827909027,-7.4502723402196107,0.01840041981473816
32,16,0,semantic_kernel,no_prefix,-52.882707212093635,-47.672474158081712,-49.831560673441608,-52.882707212093635
32,16,0,semantic_kernel,nonmember_prefix,-52.882707212093635,-47.672474158081712,-49.831560673441608,0.90147567458837652
32,16,0,semantic_kernel,member_nonmember_contrast,-52.882707212093635,-47.672474158081712,-49.831560673441608,-0.0408278363416716
32,17,1,exact_match,no_prefix,-233.64302022898198,-286.21311177660181,-206.53678526043694,-233.64302022898198
32,17,1,exact_match,nonmember_prefix,-233.64302022898198,-286.21311177660181,-206.53678526043694,1.2250017633571868
32,17,1,exact_match,member_nonmember_contrast,-233.64302022898198,-286.21311177660181,-206.53678526043694,0.34101736246209297
32,17,1,cosine_similarity,no_prefix,-10.888404333626919,-11.623883362649181,-10.711155354191805,-10.888404333626919
32,17,1,cosine_similarity,nonmember_prefix,-10.888404333626919,-11.623883362649181,-10.711155354191805,1.0675469983008312
32,17,1,cosine_similarity,member_nonmember_contrast,-10.888404333626919,-11.623883362649181,-10.711155354191805,0.083825690201325173
32,17,1,semantic_kernel,no_prefix,-71.422727518921008,-77.560873318023255,-70.036830282353165,-71.422727518921008
32,17,1,semantic_kernel,nonmember_prefix,-71.422727518921008,-77.560873318023255,-70.036830282353165,1.0859410724335072
32,17,1,semantic_kernel,member_nonmember_contrast,-71.422727518921008,-77.560873318023255,-70.036830282353165,0.10534522129075584
32,18,0,exact_match,no_prefix,-201.93814329675106,-230.0843456409838,-245.12037015549194,-201.93814329675106
32,18,0,exact_match,nonmember_prefix,-201.93814329675106,-230.0843456409838,-245.12037015549194,1.139380316589677
32,18,0,exact_match,member_nonmember_contrast,-201.93814329675106,-230.0843456409838,-245.12037015549194,-0.074458565722338471
32,18,0,cosine_similarity,no_prefix,-9.5311593464873461,-9.590749119860428,-9.4597063339413232,-9.5311593464873461
32,18,0,cosine_similarity,nonmember_prefix,-9.5311593464873461,-9.590749119860428,-9.4597063339413232,1.0062521012614318
32,18,0,cosine_similarity,member_nonmember_contrast,-9.5311593464873461,-9.590749119860428,-9.4597063339413232,0.013748882077750579
32,18,0,semantic_kernel,no_prefix,-63.965453203127623,-64.060947442749793,-63.166839950798106,-63.965453203127623
32,18,0,semantic_kernel,nonmember_prefix,-63.965453203127623,-64.060947442749793,-63.166839950798106,1.0014929033539233
32,18,0,semantic_kernel,member_nonmember_contrast,-63.965453203127623,-64.060947442749793,-63.166839950798106,0.013977974784488334
32,19,1,exact_match,no_prefix,-129.81254577223299,-125.83596292658231,-122.77561442865331,-129.81254577223299
32,19,1,exact_match,nonmember_prefix,-129.81254577223299,-125.83596292658231,-122.77561442865331,0.96936672937122792
32,19,1,exact_match,member_nonmember_contrast,-129.81254577223299,-125.83596292658231,-122.77561442865331,0.023575136591948802
32,19,1,cosine_similarity,no_prefix,-8.0802740161917015,-7.6832216122593708,-7.2598010359357428,-8.0802740161917015
32,19,1,cosine_similarity,nonmember_prefix,-8.0802740161917015,-7.6832216122593708,-7.2598010359357428,0.95086151742667446
32,19,1,cosine_similarity,member_nonmember_contrast,-8.0802740161917015,-7.6832216122593708,-7.2598010359357428,0.052401759578345287
32,19,1,semantic_kernel,no_prefix,-48.155026792176699,-45.286707146695214,-42.172777915381552,-48.155026792176699
32,19,1,semantic_kernel,nonmember_prefix,-48.155026792176699,-45.286707146695214,-42.172777915381552,0.94043571696345785
32,19,1,semantic_kernel,member_nonmember_contrast,-48.155026792176699,-45.286707146695214,-42.172777915381552,0.064664676540467703
32,20,0,exact_match,no_prefix,-262.95417585964998,-217.68243291590412,-267.67858305437665,-262.95417585964998
32,20,0,exact_match,nonmember_prefix,-262.95417585964998,-217.68243291590412,-267.67858305437665,0.82783409772541761
32,20,0,exact_match,member_nonmember_contrast,-262.95417585964998,-217.68243291590412,-267.67858305437665,-0.19013255817301658
32,20,0,cosine_similarity,no_prefix,-8.5341885991203252,-8.3933226041539672,-8.5881458568522078,-8.5341885991203252
32,20,0,cosine_similarity,nonmember_prefix,-8.5341885991203252,-8.3933226041539672,-8.5881458568522078,0.98349392056078089
32,20,0,cosine_similarity,member_nonmember_contrast,-8.5341885991203252,-8.3933226041539672,-8.5881458568522078,-0.022828561899642368
32,20,0,semantic_kernel,no_prefix,-57.817548910020868,-54.713289279408727,-57.879636555461154,-57.817548910020868
32,20,0,semantic_kernel,nonmember_prefix,-57.817548910020868,-54.713289279408727,-57.879636555461154,0.94630938721661872
32,20,0,semantic_kernel,member_nonmember_contrast,-57.817548910020868,-54.713289279408727,-57.879636555461154,-0.054764467462639868
32,21,1,exact_match,no_prefix,-55.694168631653568,-62.088325116820897,-47.144385048749207,-55.694168631653568
32,21,1,exact_match,nonmember_prefix,-55.694168631653568,-62.088325116820897,-47.144385048749207,1.1148083657995971
32,21,1,exact_match,member_nonmember_contrast,-55.694168631653568,-62.088325116820897,-47.144385048749207,0.26832144971777816
32,21,1,cosine_similarity,no_prefix,-3.8031661250201125,-4.9559716734226908,-4.8805052987167228,-3.8031661250201125
32,21,1,cosine_similarity,nonmember_prefix,-3.8031661250201125,-4.9559716734226908,-4.8805052987167228,1.3031173265923224
32,21,1,cosine_similarity,member_nonmember_contrast,-3.8031661250201125,-4.9559716734226908,-4.8805052987167228,0.019843039253398108
32,21,1,semantic_kernel,no_prefix,-21.474312367642629,-26.743820882554054,-25.918702649012978,-21.474312367642629
32,21,1,semantic_kernel,nonmember_prefix,-21.474312367642629,-26.743820882554054,-25.918702649012978,1.2453866007300654
32,21,1,semantic_kernel,member_nonmember_contrast,-21.474312367642629,-26.743820882554054,-25.918702649012978,0.038423499640638528
32,22,0,exact_match,no_prefix,-163.12783816383714,-140.62674197547872,-129.04138983114743,-163.12783816383714
32,22,0,exact_match,nonmember_prefix,-163.12783816383714,-140.62674197547872,-129.04138983114743,0.86206464548522077
32,22,0,exact_match,member_nonmember_contrast,-163.12783816383714,-140.62674197547872,-129.04138983114743,0.071020080169857752
32,22,0,cosine_similarity,no_prefix,-7.5930076530937782,-6.9570727856773917,-7.1539638947864885,-7.5930076530937782
32,22,0,cosine_similarity,nonmember_prefix,-7.5930076530937782,-6.9570727856773917,-7.1539638947864885,0.91624730324652393
32,22,0,cosine_similarity,member_nonmember_contrast,-7.5930076530937782,-6.9570727856773917,-7.1539638947864885,-0.02593058220201758
32,22,0,semantic_kernel,no_prefix,-50.022567956880742,-43.082379194256042,-45.374525708470379,-50.022567956880742
32,22,0,semantic_kernel,nonmember_prefix,-50.022567956880742,-43.082379194256042,-45.374525708470379,0.8612588468347504
32,22,0,semantic_kernel,member_nonmember_contrast,-50.022567956880742,-43.082379194256042,-45.374525708470379,-0.045822247993948628
32,23,1,exact_match,no_prefix,-217.52188124548957,-279.84414121283476,-172.83359794721804,-217.52188124548957
32,23,1,exact_match,nonmember_prefix,-217.52188124548957,-279.84414121283476,-172.83359794721804,1.2865103023682012
32,23,1,exact_match,member_nonmember_contrast,-217.52188124548957,-279.84414121283476,-172.83359794721804,0.49195300561439786
32,23,1,cosine_similarity,no_prefix,-8.564194188987063,-9.257458755556689,-8.5890729058396147,-8.564194188987063
32,23,1,cosine_similarity,nonmember_prefix,-8.564194188987063,-9.257458755556689,-8.5890729058396147,1.0809491881280686
32,23,1,cosine_similarity,member_nonmember_contrast,-8.564194188987063,-9.257458755556689,-8.5890729058396147,0.078044219335494561
32,23,1,semantic_kernel,no_prefix,-57.690017141011765,-63.559385154763788,-56.216967394050187,-57.690017141011765
32,23,1,semantic_kernel,nonmember_prefix,-57.690017141011765,-63.559385154763788,-56.216967394050187,1.1017397516004463
32,23,1,semantic_kernel,member_nonmember_contrast,-57.690017141011765,-63.559385154763788,-56.216967394050187,0.12727362764976344
32,24,0,exact_match,no_prefix,-138.16358931829521,-120.73046718321608,-153.02031665852371,-138.16358931829521
32,24,0,exact_match,nonmember_prefix,-138.16358931829521,-120.73046718321608,-153.02031665852371,0.87382260245919441
32,24,0,exact_match,member_nonmember_contrast,-138.16358931829521,-120.73046718321608,-153.02031665852371,-0.23370737279356354
32,24,0,cosine_similarity,no_prefix,-8.2958199555672838,-7.8027999765475062,-7.8244459051434365,-8.2958199555672838
32,24,0,cosine_similarity,nonmember_prefix,-8.2958199555672838,-7.8027999765475062,-7.8244459051434365,0.94057007243884139
32,24,0,cosine_similarity,member_nonmember_contrast,-8.2958199555672838,-7.8027999765475062,-7.8244459051434365,-0.0026092572779865854
32,24,0,semantic_kernel,no_prefix,-50.557375317363309,-47.174330551231321,-48.684476857337401,-50.557375317363309
32,24,0,semantic_kernel,nonmember_prefix,-50.557375317363309,-47.174330551231321,-48.684476857337401,0.93308503962289113
32,24,0,semantic_kernel,member_nonmember_contrast,-50.557375317363309,-47.174330551231321,-48.684476857337401,-0.029869950657573766
32,25,1,exact_match,no_prefix,-160.92311987176046,-119.47159255787356,-124.88613719374189,-160.92311987176046
32,25,1,exact_match,nonmember_prefix,-160.92311987176046,-119.47159255787356,-124.88613719374189,0.7424140959551393
32,25,1,exact_match,member_nonmember_contrast,-160.92311987176046,-119.47159255787356,-124.88613719374189,-0.033646778910222296
32,25,1,cosine_similarity,no_prefix,-7.3755249459148322,-7.161557153270615,-6.414977432254962,-7.3755249459148322
32,25,1,cosine_similarity,nonmember_prefix,-7.3755249459148322,-7.161557153270615,-6.414977432254962,0.97098948288925113
32,25,1,cosine_similarity,member_nonmember_contrast,-7.3755249459148322,-7.161557153270615,-6.414977432254962,0.10122394358237102
32,25,1,semantic_kernel,no_prefix,-47.074256839222897,-45.900645732058955,-41.24655552369331,-47.074256839222897
32,25,1,semantic_kernel,nonmember_prefix,-47.074256839222897,-45.900645732058955,-41.24655552369331,0.97506894030908897
32,25,1,semantic_kernel,member_nonmember_contrast,-47.074256839222897,-45.900645732058955,-41.24655552369331,0.098866992723033176
32,26,0,exact_match,no_prefix,-217.11248132937391,-208.42444088157563,-228.99610294166121,-217.11248132937391
32,26,0,exact_match,nonmember_prefix,-217.11248132937391,-208.42444088157563,-228.99610294166121,0.95998368958522495
32,26,0,exact_match,member_nonmember_contrast,-217.11248132937391,-208.42444088157563,-228.99610294166121,-0.094751171992166622
