status,benchmark,model,data,split,sub_dataset,num_shots,tau,gamma,auc_pct,accuracy_pct,tpr1_fpr_pct,tpr5_fpr_pct,tpr10_fpr_pct,result_name,output_dir,roc_path,log_file
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.1,0,59.5,60.2,0.0,14.2,24.8,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.1,0.25,60.6,61.9,0.9,20.4,27.4,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0p25,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0p25_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0p25.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.1,0.5,62.2,61.5,1.8,17.7,29.2,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0p5,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0p5_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0p5.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.1,0.75,63.2,60.6,10.6,19.5,23.9,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0p75,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0p75_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_0p75.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.1,1.0,59.3,59.3,7.1,15.9,26.5,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_1p0,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_1p0_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p1_gamma_1p0.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.2,0,59.5,60.2,0.0,14.2,24.8,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.2,0.25,60.6,61.9,0.9,20.4,27.4,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0p25,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0p25_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0p25.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.2,0.5,62.2,61.5,1.8,17.7,29.2,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0p5,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0p5_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0p5.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.2,0.75,63.2,60.2,10.6,20.4,23.9,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0p75,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0p75_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_0p75.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.2,1.0,59.4,59.3,8.8,15.9,26.5,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_1p0,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_1p0_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p2_gamma_1p0.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.5,0,59.4,60.2,0.0,14.2,24.8,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.5,0.25,60.6,61.9,0.9,20.4,27.4,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0p25,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0p25_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0p25.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.5,0.5,62.2,61.5,1.8,17.7,29.2,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0p5,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0p5_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0p5.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.5,0.75,63.3,60.2,10.6,20.4,23.9,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0p75,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0p75_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_0p75.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.5,1.0,59.4,59.3,9.7,15.9,26.5,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_1p0,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_1p0_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_021926_wikimia25_haiku_wpmia/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p5_gamma_1p0.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.005,0.4,63.0,61.9,5.3,27.4,31.9,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p4,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p4_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p4.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.005,0.5,63.7,62.4,10.6,29.2,31.9,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p5,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p5_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p5.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.005,0.6,64.4,62.4,12.4,26.5,31.9,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p6,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p6_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p6.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.005,0.7,64.9,62.8,17.7,26.5,28.3,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p7_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p7.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.005,0.75,65.1,63.7,14.2,25.7,30.1,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p75,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p75_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p75.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.005,0.8,65.0,63.3,13.3,22.1,29.2,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p8,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p8_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p8.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.005,0.9,64.3,62.4,11.5,23.0,30.1,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p9,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p9_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p005_gamma_0p9.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.01,0.4,62.6,62.4,3.5,28.3,31.9,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p4,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p4_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p4.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.01,0.5,63.3,62.8,8.0,30.1,31.9,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p5,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p5_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p5.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.01,0.6,64.0,61.5,10.6,26.5,31.9,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p6,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p6_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p6.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.01,0.7,64.5,61.9,15.9,26.5,28.3,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p7_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p7.log
failed,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.01,0.75,,,,,,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p75,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p75_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p75.log
failed,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.01,0.8,,,,,,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p8,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p8_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p8.log
ok,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.01,0.9,64.1,62.4,11.5,23.0,30.1,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p9,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p9_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p01_gamma_0p9.log
failed,wikimia25,claude-haiku-4-5-20251001,SimMIA/WikiMIA-25,,paper_subset,7,0.02,0.4,,,,,,wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p02_gamma_0p4,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7,simmia_out/WikiMIA-25/paper_subset/claude-haiku-4-5-20251001/7/wpmia_wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p02_gamma_0p4_roc_tpr_at_5_fpr.png,logs/wpmia/20260526_065623_wikimia25_haiku_wpmia_refine/wikimia25_claude-haiku-4-5-20251001_paper_subset_7_tau_0p02_gamma_0p4.log
